Gas,NFR/CRF Group,Source,Activity,Units,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Ammonia,3B3,Housing,Pig - Gilt,kilotonne,-,-,-,-,-,-,-,-,-,-,0.620440837,0.618639701,0.623704884,0.67289201,0.608256047,0.578574167,0.62558532,0.671282112,0.58585297,0.508478552,0.431768756,0.370186939,0.40696574,0.384353758,0.375841675,0.372952549,0.3792159,0.310940765,0.267495619,0.251090547,0.300273669,0.300365522,0.30295449,0.298498063,0.265110546,0.264014594,0.245281403,0.249592459,0.254185794,0.257494558,0.267023556,0.26750514
Ammonia,3B3,Housing,Pig - Sow,kilotonne,-,-,-,-,-,-,-,-,-,-,3.270077385,3.281451782,3.174051856,3.165584088,3.05690418,2.827473245,2.7362217,2.807868662,2.702907149,2.344798507,2.038415049,1.954985447,1.757999468,1.660718882,1.709178747,1.59895091,1.655731383,1.523164748,1.283832327,1.274183436,1.159348927,1.163627685,1.147518808,1.1502348,1.127938777,1.14110925,1.167522744,1.169606621,1.141157541,1.153276438,1.118683566,1.122549658
Ammonia,3B3,Storage,Pig - Boar,kilotonne,-,-,-,-,-,-,-,-,-,-,0.03942682,0.039515039,0.039052391,0.039454463,0.03738864,0.034628705,0.033772718,0.03392436,0.031310273,0.025405714,0.020474632,0.01948947,0.01708754,0.014783121,0.014399018,0.013073211,0.012676897,0.011524207,0.010428587,0.010809055,0.009721124,0.009046408,0.008582801,0.007675996,0.007439761,0.007364067,0.007105066,0.006610158,0.006224003,0.005855683,0.005532629,0.005665877
Ammonia,3B3,Storage,Pig - Fattening Pig 20 to 80 kg,kilotonne,-,-,-,-,-,-,-,-,-,-,4.407961623,4.399359452,4.365704101,4.342410049,4.229546673,4.009387206,3.792581762,4.0381169,4.049042768,3.526781414,3.140896267,2.747699516,2.565497452,2.22542409,2.324166079,2.15175128,2.193642805,2.072665386,1.962077925,1.858563612,1.708600497,1.631299864,1.591414662,1.65460619,1.587537089,1.508213234,1.478575303,1.503974439,1.485708178,1.533920335,1.493509506,1.598449057
Ammonia,3B3,Storage,Pig - Fattening Pig < 20 kg,kilotonne,-,-,-,-,-,-,-,-,-,-,1.079485443,1.081110845,1.033150214,1.040623778,1.04135702,0.953489198,0.928594782,0.956929068,0.939669917,0.830152612,0.685549571,0.590766951,0.571873746,0.526147825,0.537554606,0.489589093,0.485619799,0.451931884,0.427966661,0.428043367,0.398357051,0.392566607,0.389443893,0.447102425,0.412526971,0.40502015,0.425876291,0.449683043,0.475355566,0.468029415,0.485350179,0.502106997
Ammonia,3B3,Storage,Pig - Fattening Pig > 80 kg,kilotonne,-,-,-,-,-,-,-,-,-,-,1.089409952,1.102784721,1.130302018,1.125110463,1.173992652,1.232318397,1.346338985,1.324538128,1.283858698,1.1826059,1.090440845,1.018181881,0.98049563,0.995427983,0.957428088,0.968124186,0.971744651,0.963004452,0.890065727,0.82802562,0.756881526,0.731537066,0.727100281,0.755607566,0.734222049,0.695517238,0.683203689,0.696689993,0.685334181,0.714906679,0.702776052,0.751946553
Ammonia,3B3,Storage,Pig - Gilt,kilotonne,-,-,-,-,-,-,-,-,-,-,0.144252954,0.143000859,0.146770366,0.157932052,0.143971036,0.138358753,0.150897044,0.161217143,0.140128807,0.121065993,0.104694139,0.089782128,0.099206622,0.08597228,0.076080969,0.066236538,0.059305646,0.053744468,0.053626457,0.052338617,0.063864639,0.062574943,0.062059575,0.061185853,0.05390454,0.053469528,0.04906262,0.050658165,0.051666103,0.052429389,0.055370174,0.055012062
Ammonia,3B3,Storage,Pig - Sow,kilotonne,-,-,-,-,-,-,-,-,-,-,1.050139496,1.063257352,1.035373172,1.038555663,1.00875469,0.940102939,0.915200738,0.946430808,0.910919245,0.78893472,0.685494636,0.657807946,0.585873193,0.525984054,0.47875121,0.406552995,0.38208124,0.384532372,0.354268877,0.393414946,0.354518806,0.351786107,0.344226639,0.342612173,0.326046005,0.329013434,0.335198985,0.337546207,0.330527151,0.331555572,0.319270505,0.325656742
Ammonia,3B3,Yarding,Pig - Boar,kilotonne,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ammonia,3B3,Yarding,Pig - Fattening Pig 20 to 80 kg,kilotonne,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ammonia,3B3,Yarding,Pig - Fattening Pig < 20 kg,kilotonne,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ammonia,3B3,Yarding,Pig - Fattening Pig > 80 kg,kilotonne,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ammonia,3B3,Yarding,Pig - Gilt,kilotonne,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ammonia,3B3,Yarding,Pig - Sow,kilotonne,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ammonia,3B3,Storage,Pig - Boar - Digestate,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.24E-06,8.22E-06,7.76E-06,7.15E-06,7.52E-06,8.85E-06,1.45E-05,2.08E-05,3.64E-05,7.18E-05,9.92E-05,0.000118742,0.000105346,0.000101393,9.57E-05,9.30E-05,9.47E-05
Ammonia,3B3,Storage,Pig - Fattening Pig 20 to 80 kg - Digestate,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.000736576,0.001109661,0.001093244,0.001029246,0.000973699,0.001135305,0.00186946,0.002776039,0.005636035,0.011620437,0.014871555,0.017956034,0.018144388,0.017935383,0.01842995,0.018658724,0.019374937
Ammonia,3B3,Storage,Pig - Fattening Pig < 20 kg - Digestate,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.000149399,0.000218715,0.000211902,0.000200765,0.000200894,0.00023231,0.000466507,0.000659453,0.001389965,0.002666713,0.003498715,0.004578326,0.004865655,0.005208214,0.005060976,0.005528711,0.005563113
Ammonia,3B3,Storage,Pig - Fattening Pig > 80 kg - Digestate,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.000324695,0.000481267,0.000476708,0.000446136,0.000426834,0.000504621,0.000883737,0.001302902,0.002536947,0.005185856,0.006597649,0.00798803,0.008140269,0.00805849,0.008327097,0.008564908,0.008897137
Ammonia,3B3,Storage,Pig - Gilt - Digestate,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.92E-05,3.73E-05,3.33E-05,2.77E-05,2.98E-05,4.53E-05,9.35E-05,0.000135034,0.000244727,0.000440864,0.000584629,0.000680113,0.000699951,0.000711962,0.000717468,0.000792414,0.000768368
Ammonia,3B3,Storage,Pig - Sow - Digestate,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.000142688,0.000202473,0.000202016,0.000180532,0.000186398,0.000220518,0.00045948,0.000643467,0.001162835,0.002297225,0.003117884,0.003939538,0.004004075,0.003925603,0.003927956,0.004002407,0.003927655
Ammonia,3B4d,Wastes - Direct,Goats,kilotonne,0.029548087,0.029548087,0.029548087,0.029548087,0.029548087,0.029548087,0.029548087,0.029548087,0.029548087,0.029548087,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ammonia,3B4d,Housing,Goats,kilotonne,-,-,-,-,-,-,-,-,-,-,0.008239367,0.009411778,0.009270575,0.008656191,0.008014155,0.006356005,0.007146565,0.006980904,0.006901713,0.006739341,0.006274837,0.006319719,0.007891199,0.007474835,0.007736467,0.007989317,0.008270581,0.008068493,0.008125788,0.008455794,0.0078541,0.007964296,0.008264885,0.008251449,0.008457475,0.008509785,0.008756289,0.008875611,0.009160568,0.009417044,0.009496566,0.009368622
Ammonia,3B4d,Storage,Goats,kilotonne,-,-,-,-,-,-,-,-,-,-,0.003571914,0.004080175,0.00401896,0.003752614,0.00347428,0.002755442,0.003098164,0.003026347,0.002992017,0.002921625,0.002720254,0.002739712,0.003420976,0.003240475,0.003353897,0.003463512,0.003585445,0.003497836,0.003522675,0.003665738,0.003404893,0.003452665,0.003582976,0.003577151,0.003666467,0.003689144,0.003796008,0.003847737,0.00397127,0.004082458,0.004116932,0.004061466
Ammonia,3B4d,Yarding,Goats,kilotonne,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ammonia,3B4e,Wastes - Direct,Agricultural Horses,kilotonne,0.451148985,0.451148985,0.451148985,0.451148985,0.451148985,0.451148985,0.451148985,0.451148985,0.451148985,0.451148985,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ammonia,3B4e,Housing,Agricultural Horses,kilotonne,-,-,-,-,-,-,-,-,-,-,0.30851226,0.319820112,0.329487617,0.380321428,0.396945116,0.416998821,0.435599931,0.428972733,0.425988862,0.388316675,0.437700976,0.440447419,0.468748058,0.458148262,0.503643296,0.527534454,0.59181526,0.585525891,0.564892333,0.574897129,0.475495252,0.47795486,0.481069007,0.447987987,0.4628936,0.431307315,0.409021731,0.394358715,0.381452043,0.383537833,0.360557633,0.353209345
Ammonia,3B4e,Storage,Agricultural Horses,kilotonne,-,-,-,-,-,-,-,-,-,-,0.128181475,0.132879691,0.136896372,0.158016935,0.164923788,0.173255754,0.180984192,0.178230706,0.17699096,0.161338821,0.181857139,0.182998238,0.194756662,0.190352631,0.209255026,0.219181386,0.245888943,0.243275819,0.234702935,0.238859754,0.197560003,0.198581928,0.199875801,0.186131213,0.192324236,0.179200684,0.169941412,0.163849184,0.158486686,0.159353296,0.149805423,0.146752337
Ammonia,3B4e,Yarding,Agricultural Horses,kilotonne,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ammonia,3B4gi,Wastes - Direct,Poultry - Laying Hens,kilotonne,9.304183765,9.109331749,9.318101766,8.782258722,8.442160464,8.486860978,8.584395755,9.157649203,9.3147302,8.592072437,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ammonia,3B4gi,Housing,Poultry - Laying Hens,kilotonne,-,-,-,-,-,-,-,-,-,-,8.564733097,8.374870096,8.225545403,8.006176409,7.807917302,7.484132047,7.049791998,7.830208887,6.586888599,6.425553721,6.171480413,6.229924078,5.795599337,5.497307174,5.185221991,4.859530547,4.417259719,3.95434357,3.518086005,3.389527598,3.387735819,3.21972725,2.845122003,2.755034534,2.741055355,2.674757195,2.665683984,2.677092902,2.669242818,2.657353304,2.511718524,2.484429427
Ammonia,3B4gi,Storage,Poultry - Laying Hens,kilotonne,-,-,-,-,-,-,-,-,-,-,1.065175249,1.053872186,1.04672115,1.029344144,1.015663442,0.984333047,0.939051279,1.052839544,0.897842002,0.88625894,0.861833169,0.89524343,0.854993401,0.876215483,0.892148285,0.900519522,0.884154689,0.810490143,0.775190722,0.811097793,0.885974612,0.896148857,0.844807431,0.842175573,0.817063659,0.80386966,0.782549867,0.807493295,0.831727975,0.840501809,0.821898271,0.830052325
Ammonia,3B4gi,Storage,Poultry - Laying Hens - Digestate,kilotonne,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.80E-06,2.54E-05,2.64E-05,0.000415582,0.000448204,0.00142117,0.002391586,0.004468919,0.005585813,0.019654687,0.026470368,0.058619866,0.061340821,0.064243074,0.070763509,0.070988922,0.066153537
Ammonia,3B4gi,Yarding,Poultry - Laying Hens,kilotonne,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ammonia,3B4gii,Wastes - Direct,Poultry - Broilers,kilotonne,5.434209835,5.320404393,5.442338795,5.129373831,4.93073574,4.956843562,5.01380981,5.348624729,5.440369595,5.01829346,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ammonia,3B4gii,Housing,Poultry - Broilers,kilotonne,-,-,-,-,-,-,-,-,-,-,3.954072756,4.011929144,3.831187612,4.091971093,3.817050331,3.832878904,3.962797689,5.12669096,4.655127426,4.738064761,4.8465961,5.070660479,4.651317924,4.920335968,5.105092815,4.565757457,4.353241499,3.985529021,3.669770766,3.149198711,2.952076298,2.616430728,2.374929135,2.185134258,2.069508678,1.790280857,1.638711528,1.640069962,1.728789787,1.69422519,1.674019204,1.765104913
Ammonia,3B4gii,Storage,Poultry - Broilers,kilotonne,-,-,-,-,-,-,-,-,-,-,1.670380067,1.694809409,1.52178628,1.628260475,1.515712835,1.314575879,1.380080192,1.846274054,1.672672879,1.861915914,1.641697445,1.676207279,1.525338138,1.520574022,1.634266772,1.406406405,1.326112355,1.133668233,1.115989437,0.994883438,0.954546987,0.840434977,0.79547009,0.739559514,0.738648773,0.646360063,0.593150519,0.661213231,0.741251392,0.703055524,0.695135559,0.749296335
Ammonia,3B4gii,Storage,Poultry - Broilers - Digestate,kilotonne,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79E-05,4.37E-05,4.28E-05,0.000849589,0.000773163,0.002573366,0.003584107,0.006389971,0.007952842,0.026680038,0.033163123,0.073850027,0.079272577,0.082775591,0.079803682,0.080729762,0.08304435
Ammonia,3B4gii,Yarding,Poultry - Broilers,kilotonne,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ammonia,3B4giii,Wastes - Direct,Poultry - Turkeys,kilotonne,4.513566693,4.419041736,4.520318476,4.260374844,4.095389263,4.117073997,4.164389241,4.44248109,4.51868289,4.168113288,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ammonia,3B4giii,Housing,Poultry - Turkeys,kilotonne,-,-,-,-,-,-,-,-,-,-,4.323706072,4.490998291,4.417340438,4.508587943,4.876030262,5.504992521,6.666282582,5.252940295,6.1559298,5.198424395,4.728113445,4.931620778,4.079340039,3.832299957,3.84288949,3.64292405,3.216365663,1.982011002,2.803014045,2.275845849,1.916025483,1.905211953,1.789471059,1.932422642,1.744052582,1.976265538,1.888844053,1.820553251,1.810176192,1.731126286,1.623118769,1.647566079
Ammonia,3B4giii,Storage,Poultry - Turkeys,kilotonne,-,-,-,-,-,-,-,-,-,-,0.347873367,0.361346812,0.328467529,0.336354406,0.362170379,0.379411448,0.467755945,0.376857482,0.440643276,0.411081392,0.312888779,0.31777588,0.259316764,0.227580437,0.234225549,0.218874005,0.19164739,0.111287583,0.161392803,0.135091591,0.113866005,0.111384372,0.107118171,0.113916193,0.105661761,0.116813801,0.111784081,0.118690211,0.12504615,0.114960163,0.106372548,0.111232723
Ammonia,3B4giii,Storage,Poultry - Turkeys - Digestate,kilotonne,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.37E-06,3.14E-06,1.94E-06,0.000142777,0.000127482,0.000212099,0.000415205,0.000941331,0.001342354,0.003919829,0.006443371,0.01073446,0.009519652,0.009360743,0.008799454,0.008630589,0.008353863
Ammonia,3B4giii,Yarding,Poultry - Turkeys,kilotonne,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ammonia,3B4giv,Wastes - Direct,Poultry - Other,kilotonne,2.681908277,2.625742658,2.685920107,2.531464656,2.433432163,2.446316977,2.474431139,2.639670047,2.684948261,2.476643923,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ammonia,3B4giv,Housing,Poultry - Ducks,kilotonne,-,-,-,-,-,-,-,-,-,-,0.307072031,0.310323392,0.343240025,0.379157572,0.38053372,0.412000493,0.50014249,0.673708265,0.48151464,0.48750798,0.462032967,0.46835887,0.553929172,0.445700495,0.546265308,0.481977956,0.585727752,0.415061959,0.368852867,0.429104924,0.384359998,0.355560211,0.324535264,0.325233447,0.261177371,0.276669448,0.238177259,0.271558524,0.245683731,0.22792349,0.239528569,0.246033651
Ammonia,3B4giv,Housing,Poultry - Geese,kilotonne,-,-,-,-,-,-,-,-,-,-,0.0239698,0.02052307,0.019757598,0.022145864,0.019281643,0.019911851,0.024172387,0.024570657,0.024411467,0.024614131,0.026195468,0.022655443,0.042737998,0.029372592,0.031454524,0.030007785,0.03215823,0.019673268,0.01854491,0.021396727,0.020186517,0.017527562,0.013891404,0.012681022,0.014173662,0.017653201,0.018649131,0.019381394,0.019127401,0.017646505,0.016506832,0.014438964
Ammonia,3B4giv,Housing,Poultry - Growing Pullets,kilotonne,-,-,-,-,-,-,-,-,-,-,0.519318436,0.540372903,0.521035526,0.509305609,0.485435983,0.470493847,0.452342158,0.517436923,0.435395139,0.41680272,0.404981569,0.394849246,0.405470829,0.337773816,0.326838201,0.440454021,0.389917445,0.350571602,0.352822671,0.305421697,0.306766435,0.312120956,0.29410027,0.262008208,0.266245345,0.243398771,0.23556167,0.232496965,0.21841637,0.24240772,0.222340918,0.24263972
Ammonia,3B4giv,Housing,Poultry - Other,kilotonne,-,-,-,-,-,-,-,-,-,-,0.177336531,0.184989262,0.164011073,0.170030409,0.18156181,0.208236422,0.252435808,0.468404234,0.392411517,0.387404687,0.586131669,0.671365169,0.522277467,0.624927343,0.653439025,0.663030038,0.938118733,0.644550066,0.678962312,0.692097954,0.739657312,0.72403193,0.653800663,0.582278451,0.63610062,0.519974851,0.553405292,0.523284972,0.50763519,0.533591485,0.468288526,0.510431934
Ammonia,3B4giv,Housing,Poultry - Breeding Flock,kilotonne,-,-,-,-,-,-,-,-,-,-,1.034577624,1.000401849,0.940965113,1.009533735,1.064736582,1.048975813,1.229100458,1.216908102,1.324156758,1.235755949,1.393130703,1.570077299,1.460923727,1.387372311,1.294862703,1.102262198,1.201863324,1.437926152,1.098664389,1.121394228,1.076419045,1.100498463,1.024553054,1.096471807,1.046277404,1.101451915,1.058652191,1.044168443,1.070814503,1.026129639,0.997780062,0.954150766
Ammonia,3B4giv,Storage,Poultry - Ducks,kilotonne,-,-,-,-,-,-,-,-,-,-,0.208575797,0.210846804,0.233278766,0.25776141,0.258766755,0.280237786,0.340277275,0.458477545,0.32776275,0.331919499,0.31464083,0.319007391,0.377350123,0.303666701,0.372234931,0.328302898,0.398823975,0.287333583,0.249827564,0.300234605,0.273906174,0.258080033,0.238023509,0.242189682,0.189196304,0.200280161,0.167787102,0.193011342,0.176934197,0.162722302,0.171052323,0.176283447
Ammonia,3B4giv,Storage,Poultry - Geese,kilotonne,-,-,-,-,-,-,-,-,-,-,0.016281262,0.013944239,0.013428003,0.015055347,0.013111711,0.013543802,0.016445941,0.016721028,0.01661667,0.016758515,0.017838908,0.015431017,0.029114171,0.020012269,0.021433674,0.020440045,0.021896452,0.013568281,0.012994424,0.015294019,0.014731618,0.012756304,0.010231019,0.009487312,0.010454504,0.013103171,0.013742482,0.014724453,0.014620115,0.013475535,0.012570324,0.011022118
Ammonia,3B4giv,Storage,Poultry - Growing Pullets,kilotonne,-,-,-,-,-,-,-,-,-,-,0.146569762,0.152510478,0.147051281,0.14373918,0.137001009,0.132782459,0.127658178,0.146027166,0.122872396,0.117623918,0.114286289,0.11142535,0.114420973,0.095315856,0.092228476,0.124286969,0.110023162,0.096169728,0.100640215,0.091763131,0.096935028,0.1033352,0.102156514,0.096731225,0.10054297,0.095800031,0.094234685,0.097891155,0.092146091,0.100056836,0.090190373,0.097721202
Ammonia,3B4giv,Storage,Poultry - Other,kilotonne,-,-,-,-,-,-,-,-,-,-,0.04995559,0.052113592,0.046205714,0.047903427,0.051154214,0.058671884,0.071127941,0.1319853,0.110576166,0.109168981,0.165174405,0.189198605,0.147187285,0.176119632,0.184158563,0.186847002,0.264354296,0.18482931,0.195346329,0.201550222,0.221429407,0.221511347,0.202598891,0.182741345,0.197425561,0.159272707,0.16769861,0.161652192,0.156901265,0.16453427,0.145169479,0.157879081
Ammonia,3B4giv,Storage,Poultry - Other - Digestate,kilotonne,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30E-06,3.55E-06,2.57E-06,0.000124325,0.000131319,0.00029495,0.000585002,0.001097982,0.001344949,0.004797438,0.005518469,0.009385195,0.009118007,0.008773527,0.009380281,0.008153409,0.008870538
Ammonia,3B4giv,Storage,Poultry - Breeding Flock,kilotonne,-,-,-,-,-,-,-,-,-,-,0.292140759,0.282489901,0.265705977,0.285067687,0.300655173,0.296204273,0.347066391,0.34362305,0.373906683,0.348944091,0.393381722,0.443345899,0.412523284,0.391753833,0.365631249,0.311242143,0.339345804,0.390793161,0.313248092,0.329579011,0.344052762,0.361567019,0.350557388,0.389646912,0.375849661,0.42181975,0.410389743,0.432454714,0.446198984,0.422114127,0.416914682,0.400285025
Ammonia,3B4giv,Storage,Poultry - Breeding Flock - Digestate,kilotonne,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27E-06,1.20E-05,1.19E-05,0.000155782,0.000171245,0.00042801,0.000848774,0.001731488,0.002390528,0.008912579,0.013177848,0.037525338,0.039371115,0.039588427,0.040077666,0.037912699,0.03563371
Ammonia,3B4giv,Storage,Poultry - Ducks - Digestate,kilotonne,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.18E-06,5.47E-06,4.18E-06,0.000161363,0.000201604,0.000373409,0.000695951,0.001330068,0.001844798,0.004740177,0.007143149,0.011828112,0.014199173,0.012219935,0.011837407,0.012598723,0.012658643
Ammonia,3B4giv,Storage,Poultry - Geese - Digestate,kilotonne,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52E-07,3.93E-07,3.09E-07,8.35E-06,1.01E-05,1.95E-05,3.29E-05,5.39E-05,6.74E-05,0.00026619,0.000470741,0.000766976,0.000782505,0.000745753,0.000692792,0.000666002,0.00056883
Ammonia,3B4giv,Storage,Poultry - Growing Pullets - Digestate,kilotonne,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24E-06,2.93E-06,3.62E-06,5.42E-05,5.12E-05,9.38E-05,0.00021952,0.000481904,0.00058319,0.002512902,0.003216919,0.006810409,0.007441459,0.006917089,0.008323099,0.008131567,0.008964714
Ammonia,3B4giv,Yarding,Poultry - Ducks,kilotonne,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ammonia,3B4giv,Yarding,Poultry - Geese,kilotonne,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ammonia,3B4giv,Yarding,Poultry - Growing Pullets,kilotonne,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ammonia,3B4giv,Yarding,Poultry - Other,kilotonne,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ammonia,3B4giv,Yarding,Poultry - Breeding Flock,kilotonne,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ammonia,3B4h,Wastes - Direct,Deer,kilotonne,0.027448489,0.027448489,0.027448489,0.027448489,0.027448489,0.027448489,0.027448489,0.027448489,0.027448489,0.027448489,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ammonia,3B4h,Housing,Deer,kilotonne,-,-,-,-,-,-,-,-,-,-,0.042305337,0.042305337,0.047019307,0.047019307,0.032993161,0.032993161,0.03072924,0.032467417,0.02732258,0.03218845,0.03218845,0.029640198,0.032747277,0.028118399,0.028915958,0.029684904,0.03194878,0.02773035,0.028062561,0.029924529,0.027678491,0.029164524,0.027853739,0.028435813,0.028576191,0.027437971,0.027700843,0.027869832,0.030175778,0.033655707,0.034007992,0.041464089
Ammonia,3B4h,Storage,Deer,kilotonne,-,-,-,-,-,-,-,-,-,-,0.019142148,0.019142148,0.021275106,0.021275106,0.014928612,0.014928612,0.013904243,0.014690725,0.012362811,0.0145645,0.0145645,0.013411477,0.014817356,0.0127229,0.013083776,0.013431705,0.014456055,0.012547317,0.012697634,0.01354013,0.012523852,0.013196246,0.012603147,0.012866522,0.012930039,0.012415022,0.012533966,0.012610429,0.013653814,0.015228398,0.015387799,0.018761503
Ammonia,3B4h,Yarding,Deer,kilotonne,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ammonia,3D,,,kilotonne,148.6892747,149.6354701,154.2175192,155.2939801,158.3950933,157.5563154,156.5829068,161.2666582,155.8536871,153.4646398,153.432171,158.7529688,146.2407779,144.8216659,148.0161056,142.1394848,141.1266977,148.6747788,145.3021657,144.0891434,136.3615316,135.988731,135.0783925,131.8198403,136.1678348,130.7864061,130.0050946,131.4108286,120.7854374,125.9549072,127.5100133,128.6793735,130.2323351,126.8342939,137.6414054,141.2954098,143.9427647,145.6458921,143.6577829,142.3643033,133.0756777,136.0390026
Ammonia,3Da1,Fertiliser Application,Inorganic N applied to soil,kilotonne,46.61785737,49.08110378,52.05905839,54.04436146,58.38261633,58.08849735,57.79437838,61.5443953,56.06642941,55.66201582,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ammonia,3Da1,Arable,Ammonium Nitrate Application,kilotonne,-,-,-,-,-,-,-,-,-,-,8.813398199,8.018839022,9.291362447,7.893728007,8.013929238,8.723902077,9.514956347,9.708902303,9.714000343,9.638401776,10.75843589,8.508774329,7.890248759,7.964752615,7.927936918,8.063123727,6.852990587,6.814928087,8.730770255,7.650480549,7.835106073,7.732398869,8.343804638,7.832218336,8.05992068,7.293188826,6.709195134,6.568725961,6.708834393,6.700263673,5.683507974,6.438725198
